Jabatan,Nama,KodeEmiten,NamaEmiten
MEMBER,ANANG YUDIANSYAH,WOMF,PT WAHANA OTTOMITRA MULTIARTHA TBK
HEAD,BING HARTONO POERNOMOSIDI,WOOD,PT INTEGRA INDOCABINET TBK
MEMBER,BENY BACHTIAR IRAWAN,WOOD,PT INTEGRA INDOCABINET TBK
MEMBER,DIAN PRAMESWARI,WOOD,PT INTEGRA INDOCABINET TBK
HEAD,LINFORD PUTRA CENDANA,WOWS,PT GINTING JAYA ENERGI TBK
MEMBER,RICHARD LEONARDUS ADIKARTA,WOWS,PT GINTING JAYA ENERGI TBK
MEMBER,MUHAMMAD RAMA SAPUTRA,WOWS,PT GINTING JAYA ENERGI TBK
HEAD,MUHAMMAD HARRIFAR SYAFAR,WSBP,PT WASKITA BETON PRECAST TBK
MEMBER,JONNI HUTAHAEAN,WSBP,PT WASKITA BETON PRECAST TBK
MEMBER,PUJI WIBOWO,WSBP,PT WASKITA BETON PRECAST TBK
HEAD,MUHAMMAD ABDULLAH SYUKRI,WSKT,PT WASKITA KARYA (PERSERO) TBK
MEMBER,AQILA RAHMANI,WSKT,PT WASKITA KARYA (PERSERO) TBK
MEMBER,SUBAGIO,WSKT,PT WASKITA KARYA (PERSERO) TBK
MEMBER,MOHAMAD NASIR,WSKT,PT WASKITA KARYA (PERSERO) TBK
HEAD,DWI GAWAN ISLANDHI,WTON,WIJAYA KARYA BETON
MEMBER,ASHURI,WTON,WIJAYA KARYA BETON
MEMBER,GUNARTO,WTON,WIJAYA KARYA BETON
HEAD,RICHY SYAHPUTRA FANI,YELO,PT YELOOO INTEGRA DATANET TBK
MEMBER,NICKY WIJAYA,YELO,PT YELOOO INTEGRA DATANET TBK
MEMBER,ADRIANA DESY WIDYANTI,YELO,PT YELOOO INTEGRA DATANET TBK
HEAD,SRI WAHJUNINGSIH,YPAS,YANAPRIMA HASTAPERSADA TBK
MEMBER,RINNA YOHANA,YPAS,YANAPRIMA HASTAPERSADA TBK
MEMBER,PATRICIA SULISTYA RIANI,YPAS,YANAPRIMA HASTAPERSADA TBK
HEAD,LUSY MIRANDA,YULE,YULIE SEKURITAS INDONESIA TBK
MEMBER,MELISSA JANE HALIM,YULE,YULIE SEKURITAS INDONESIA TBK
MEMBER,REINHARD SIMANUNGKALIT,YULE,YULIE SEKURITAS INDONESIA TBK
HEAD,BAMBANG GA,ZINC,PT KAPUAS PRIMA COAL TBK
MEMBER,HENDRO,ZINC,PT KAPUAS PRIMA COAL TBK
MEMBER,MARIA H HUTAPEA,ZINC,PT KAPUAS PRIMA COAL TBK
HEAD,ANTHONY SOEHARTONO,ZONE,PT MEGA PERINTIS TBK
MEMBER,SHINTA RAHAYU,ZONE,PT MEGA PERINTIS TBK
MEMBER,AGUSTINA,ZONE,PT MEGA PERINTIS TBK
HEAD,WIJAYA SUBEKTI,ZYRX,PT ZYREXINDO MANDIRI BUANA TBK
MEMBER,TONY,ZYRX,PT ZYREXINDO MANDIRI BUANA TBK
